Name,Question,Confidence,Medianconf,Questiontext,Deviation_from_median_confidence
Caroline Hoxby,7,1,5,"Because of the many special and unique roles that the dollar plays in global commerce, US citizens are substantially better off than they otherwise would be.",-4
Caroline Hoxby,7,9,6,"Over the past two years, all else equal, the appeal of the US as a destination for immigrants has changed in ways that will likely decrease innovation in the US economy.",3
Caroline Hoxby,7,9,7,"A bitcoin has a fundamental value of at least $1,000.",2
Caroline Hoxby,7,5,6,The best forecast for the value of one bitcoin in 2 years is its current price.,-1
Caroline Hoxby,7,NA,5,"Without changes in policy, a rising share of people who are over age 65 will exert a substantial downward influence on per capita real GDP in western European countries.",NA
Caroline Hoxby,7,NA,6,"In European countries where the share of those over 65 is rising, there are net social benefits to adjusting retirement ages for state-financed (including pay-as-you-go) pension systems upwards, so that revised retirement ages better reflect longer life expectancies.",NA
Caroline Hoxby,7,NA,7,The concept of “maximum sustainable employment” is well defined enough to be used beneficially in economic policymaking.,NA
Caroline Hoxby,7,NA,7,Right now the US economy is operating below maximum sustainable employment.,NA
Caroline Hoxby,7,NA,5,If the US enacts a tax bill similar to those currently moving through the,NA
Caroline Hoxby,8,10,6,"Replacing the current US health insurance system (including employer-based health insurance, ACA exchange policies, and Medicaid) with universal ‘Medicare for All’ (mandatory enrollment in a modified version of the existing traditional Medicare program with drug coverage and no cost-sharing of any form, and current Medicare reimbursement rates) funded by federal taxes would lead to improved access to healthcare for a meaningful subset of the population.",4
Caroline Hoxby,8,8,8,House,0
Caroline Hoxby,8,NA,5,Senate,NA
Caroline Hoxby,8,10,5,If the US enacts a tax bill similar to those currently moving through the,5
Caroline Hoxby,8,10,7,House,3
Caroline Hoxby,8,7,5,Senate,2
Caroline Hoxby,8,7,5,Amending the Constitution to require that the federal government end each fiscal year without a deficit would substantially reduce output variability in the United States.,2
Caroline Hoxby,8,NA,5,Amending the Constitution to require that the federal government end each fiscal year without a deficit would substantially lower the cost of borrowing for the federal government.,NA
Caroline Hoxby,8,NA,7,"Insights from psychology about individual behavior – examples of which include limited rationality, low self-control, or a taste for fairness – predict several important types of observed market outcomes that fully-rational economic models do not.",NA
Caroline Hoxby,8,NA,6,The influx of refugees into Germany beginning in the summer of 2015 will generate net economic benefits for German citizens over the succeeding decade.,NA
Caroline Hoxby,8,10,8,"Holding labor market institutions and job training fixed, rising use of robots and artificial intelligence is likely to increase substantially the number of workers in advanced countries who are unemployed for long periods.",2
Caroline Hoxby,9,8,5,Replacing the current US health insurance system as outlined in a) would lead to longer waiting times for healthcare for a meaningful subset of the population.,3
Caroline Hoxby,9,NA,7,Rising use of robots and artificial intelligence in advanced countries is likely to create benefits large enough that they could be used to compensate those workers who are substantially negatively affected for their lost wages.,NA
Caroline Hoxby,9,NA,8,"If the Fed changed its inflation target from 2% to 4%, the long-run costs of inflation for households would be essentially unchanged.",NA
Caroline Hoxby,9,NA,4,Raising the inflation target to 4% would make it possible for the Fed to lower rates by a greater amount in a future recession.,NA
Caroline Hoxby,9,NA,5,"If the US reduced its fiscal deficit, then its trade deficit would also shrink.",NA
Caroline Hoxby,9,10,9,"The US should increase spending now on roads, railways, bridges and airports (including new projects, maintenance or both).",1
Caroline Hoxby,9,10,7,"The advisability of increasing federal spending on roads, railways, bridges and airports is independent of whether the US also enacts tax cuts that substantially lower revenues.",3
Caroline Hoxby,9,10,7,"Because labor markets across different sectors are connected, rising productivity in manufacturing leads the cost of labor-intensive services — such as education and health care — to rise.",3
Caroline Hoxby,9,10,6,"Since 1980, whenever substantial growth effects have been required to make a tax reform plan revenue neutral, the actual outcome has invariably been a fall in tax revenue as a share of GDP.",4
Caroline Hoxby,9,10,5,The tax reform plan proposed by President Trump this week would likely pay for itself through higher economic growth.,5
Caroline Hoxby,9,NA,6,"Implementing a ""destination based cash flow tax (including",NA
Cecilia Rouse,1,NA,6,"If public school students had the option of taking the government money (local, state, federal) currently being spent on their own education and turning that money into vouchers that they could use towards covering the costs of any private school or public school of their choice (e.g. charter schools), most would be better off.",NA
Cecilia Rouse,1,NA,5,"Bans on the short selling of financial securities, such as stocks and government bonds, lead to prices that are further, on average, from their fundamental values.",NA
Cecilia Rouse,1,NA,NA,NA,NA
Cecilia Rouse,1,NA,NA,NA,NA
Cecilia Rouse,1,NA,NA,NA,NA
Cecilia Rouse,1,NA,NA,NA,NA
Cecilia Rouse,1,NA,NA,NA,NA
Cecilia Rouse,1,NA,NA,NA,NA
Cecilia Rouse,1,NA,NA,NA,NA
Cecilia Rouse,1,NA,NA,NA,NA
Cecilia Rouse,1,NA,NA,NA,NA
Cecilia Rouse,1,NA,NA,NA,NA
Cecilia Rouse,1,10,7,"Because of the American Recovery and Reinvestment Act of 2009, the U.S. unemployment rate was lower at the end of 2010 than it would have been without the stimulus bill.",3
Cecilia Rouse,1,NA,NA,NA,NA
Cecilia Rouse,1,NA,NA,NA,NA
Cecilia Rouse,1,NA,NA,NA,NA
Cecilia Rouse,1,NA,NA,NA,NA
Cecilia Rouse,1,NA,NA,NA,NA
Cecilia Rouse,1,NA,NA,NA,NA
Cecilia Rouse,1,NA,NA,NA,NA
Cecilia Rouse,1,NA,NA,NA,NA
