Name,Question,Institution,gender,Confidence,Medianconf,Vote,Median,Comment,Topic,Qtext
Luigi Guiso,69,Einaudi Institute for Economics and Finance,m,NA,6,Did Not Answer,Disagree,,Energy Sources,"Question A: Subsidizing renewable energy sources is better than taxing fossil fuels, assuming the subsidy or tax would be set at levels that would reduce carbon emissions by an equivalent amount."
Henrik Kleven,63,Princeton,m,NA,6,Did Not Answer,Disagree,,Energy Sources,"Question A: Subsidizing renewable energy sources is better than taxing fossil fuels, assuming the subsidy or tax would be set at levels that would reduce carbon emissions by an equivalent amount."
John Vickers,69,Oxford,m,4,6,Strongly Disagree,Disagree,Activities that generate negative externalities need direct discouragement,Energy Sources,"Question A: Subsidizing renewable energy sources is better than taxing fossil fuels, assuming the subsidy or tax would be set at levels that would reduce carbon emissions by an equivalent amount."
Patrick Honohan,69,Trinity College Dublin,m,5,6,Disagree,Disagree,Better potential for double dividend.,Energy Sources,"Question A: Subsidizing renewable energy sources is better than taxing fossil fuels, assuming the subsidy or tax would be set at levels that would reduce carbon emissions by an equivalent amount."
Christopher Pissarides,69,LSE,m,9,6,Strongly Agree,Disagree,Tax plus subsidy acts on two fronts,Energy Sources,"Question A: Subsidizing renewable energy sources is better than taxing fossil fuels, assuming the subsidy or tax would be set at levels that would reduce carbon emissions by an equivalent amount."
Luis Garicano,48,LSE,m,NA,6,Did Not Answer,Disagree,,Energy Sources,"Question A: Subsidizing renewable energy sources is better than taxing fossil fuels, assuming the subsidy or tax would be set at levels that would reduce carbon emissions by an equivalent amount."
Nicola Fuchs-Schündeln,69,Goethe-Universität Frankfurt,f,7,6,Disagree,Disagree,,Energy Sources,"Question A: Subsidizing renewable energy sources is better than taxing fossil fuels, assuming the subsidy or tax would be set at levels that would reduce carbon emissions by an equivalent amount."
Lubos Pastor,69,Chicago Booth,m,3,6,Disagree,Disagree,,Energy Sources,"Question A: Subsidizing renewable energy sources is better than taxing fossil fuels, assuming the subsidy or tax would be set at levels that would reduce carbon emissions by an equivalent amount."
Lucrezia Reichlin,69,London Business School,f,NA,6,Did Not Answer,Disagree,,Energy Sources,"Question A: Subsidizing renewable energy sources is better than taxing fossil fuels, assuming the subsidy or tax would be set at levels that would reduce carbon emissions by an equivalent amount."
Rachel Griffith,69,University of Manchester,f,3,6,Agree,Disagree,,Energy Sources,"Question A: Subsidizing renewable energy sources is better than taxing fossil fuels, assuming the subsidy or tax would be set at levels that would reduce carbon emissions by an equivalent amount."
Francesco Giavazzi,69,Bocconi,m,3,6,Uncertain,Disagree,,Energy Sources,"Question A: Subsidizing renewable energy sources is better than taxing fossil fuels, assuming the subsidy or tax would be set at levels that would reduce carbon emissions by an equivalent amount."
Jan Pieter Krahnen,69,Goethe University Frankfurt,m,3,6,Agree,Disagree,,Energy Sources,"Question A: Subsidizing renewable energy sources is better than taxing fossil fuels, assuming the subsidy or tax would be set at levels that would reduce carbon emissions by an equivalent amount."
Beatrice Weder di Mauro,69,Gutenberg University Mainz and INSEAD,f,NA,6,Did Not Answer,Disagree,,Energy Sources,"Question A: Subsidizing renewable energy sources is better than taxing fossil fuels, assuming the subsidy or tax would be set at levels that would reduce carbon emissions by an equivalent amount."
Costas Meghir,69,Yale,m,NA,6,Did Not Answer,Disagree,,Energy Sources,"Question A: Subsidizing renewable energy sources is better than taxing fossil fuels, assuming the subsidy or tax would be set at levels that would reduce carbon emissions by an equivalent amount."
John Van Reenen,69,MIT,m,5,6,Disagree,Disagree,Carbon taxes can be very effective in steering technical change & doesn't require so direction http://cep.lse.ac.uk/pubs/download/dp1178.pdf,Energy Sources,"Question A: Subsidizing renewable energy sources is better than taxing fossil fuels, assuming the subsidy or tax would be set at levels that would reduce carbon emissions by an equivalent amount."
Canice Prendergast,69,Chicago Booth,m,6,6,Agree,Disagree,,Energy Sources,"Question A: Subsidizing renewable energy sources is better than taxing fossil fuels, assuming the subsidy or tax would be set at levels that would reduce carbon emissions by an equivalent amount."
Marco Pagano,36,Università di Napoli Federico II,m,8,7,Strongly Disagree,Disagree,,European Champions,"Question A: The average European is better off if Europe’s competition authorities let firms merge into European champions in their sectors, even it weakens competition."
Xavier Freixas,36,Universitat Pompeu Fabra,m,7,7,Agree,Disagree,The market is nowadays global and it is important to take technological risks by investing in research. Large firms can do this.,European Champions,"Question A: The average European is better off if Europe’s competition authorities let firms merge into European champions in their sectors, even it weakens competition."
Francesco Giavazzi,36,Bocconi,m,8,7,Strongly Disagree,Disagree,,European Champions,"Question A: The average European is better off if Europe’s competition authorities let firms merge into European champions in their sectors, even it weakens competition."
Pol Antras,36,Harvard,m,10,7,Uncertain,Disagree,Answer certainly depends on the sector under study.,European Champions,"Question A: The average European is better off if Europe’s competition authorities let firms merge into European champions in their sectors, even it weakens competition."
Karl Whelan,36,University College Dublin,m,10,7,Strongly Disagree,Disagree,“European champions” seems to be verbal linguistics to justify undermining competition policy.,European Champions,"Question A: The average European is better off if Europe’s competition authorities let firms merge into European champions in their sectors, even it weakens competition."
Lucrezia Reichlin,36,London Business School,f,3,7,Agree,Disagree,,European Champions,"Question A: The average European is better off if Europe’s competition authorities let firms merge into European champions in their sectors, even it weakens competition."
Hans-Joachim Voth,36,University of Zurich,m,7,7,Disagree,Disagree,Doubtful even in the long run,European Champions,"Question A: The average European is better off if Europe’s competition authorities let firms merge into European champions in their sectors, even it weakens competition."
Jean-Pierre Danthine,36,Paris School of Economics,m,6,7,Disagree,Disagree,,European Champions,"Question A: The average European is better off if Europe’s competition authorities let firms merge into European champions in their sectors, even it weakens competition."
Franklin Allen,36,Imperial College London,m,5,7,Uncertain,Disagree,I would say it depends on the extent of global competition and the amount of access to EU markets.,European Champions,"Question A: The average European is better off if Europe’s competition authorities let firms merge into European champions in their sectors, even it weakens competition."
Paul De Grauwe,36,LSE,m,NA,7,Did Not Answer,Disagree,,European Champions,"Question A: The average European is better off if Europe’s competition authorities let firms merge into European champions in their sectors, even it weakens competition."
Canice Prendergast,36,Chicago Booth,m,7,7,Disagree,Disagree,,European Champions,"Question A: The average European is better off if Europe’s competition authorities let firms merge into European champions in their sectors, even it weakens competition."
Agnès Bénassy-Quéré,36,Paris School of Economics,f,7,7,Disagree,Disagree,"Less competition in upstream industries may reduce competitiveness in other sectors, on top of directly reducing purchasing power.",European Champions,"Question A: The average European is better off if Europe’s competition authorities let firms merge into European champions in their sectors, even it weakens competition."
Eliana La Ferrara,36,Bocconi,f,2,7,Uncertain,Disagree,,European Champions,"Question A: The average European is better off if Europe’s competition authorities let firms merge into European champions in their sectors, even it weakens competition."
